User-ID,ISBN,Book-Rating
277928,0679736042,0.0
277928,0679751602,10.0
277928,0804105820,9.0
277965,0060173289,0.0
277965,0316666343,0.0
277965,0316789089,5.0
277965,0345353145,0.0
277965,0345378490,0.0
277965,0345380371,0.0
277965,0345391055,0.0
277965,0345402871,0.0
277965,034540288X,0.0
277965,0345417623,0.0
277965,0385484518,10.0
277965,0679433740,0.0
277965,0679457526,9.0
277965,0679781587,9.0
277965,0684874350,10.0
277965,0786881852,7.0
278026,0061009059,8.0
278026,0380731851,5.0
278026,0380820889,8.0
278026,0425153975,0.0
278026,0449219364,6.0
278026,0449221512,5.0
278026,0451206525,8.0
278026,0515130389,8.0
278026,0671001795,8.0
278026,0684810387,8.0
278026,0743206045,7.0
278137,0312195516,0.0
278137,0345337662,7.0
278137,0380600129,8.0
278137,0440200989,0.0
278137,044022165X,0.0
278137,0440235596,0.0
278137,0440940001,8.0
278137,0446527793,0.0
278137,0446606812,7.0
278137,0671003755,0.0
278137,0671568175,0.0
278137,0671673688,0.0
278137,0671701231,0.0
278137,0671793489,0.0
278137,0671867091,0.0
278137,0671888587,0.0
278137,0804106304,8.0
278137,0971880107,0.0
278137,1558744150,9.0
278137,1558745017,8.0
278144,0060928336,0.0
278144,0060930535,0.0
278144,0345417623,0.0
278144,0373243286,0.0
278144,0385490445,0.0
278144,0399146253,0.0
278144,0425147584,0.0
278144,044022103X,0.0
278144,0440234743,0.0
278144,0446605239,0.0
278144,0446613266,0.0
278144,0446672211,0.0
278144,0670869902,0.0
278144,068484477X,0.0
278144,0743206045,0.0
278144,1551666839,0.0
278188,0156005891,8.0
278188,0316601950,0.0
278188,0345439104,0.0
278188,0373218192,7.0
278188,0373484003,7.0
278188,042510107X,0.0
278188,0425180964,0.0
278188,0440122090,4.0
278188,044022103X,8.0
278188,0440225701,9.0
278188,0446603589,9.0
278188,0446608955,0.0
278188,0446611867,0.0
278188,0449134482,0.0
278188,051512219X,0.0
278188,0671727583,0.0
278188,080410946X,8.0
278418,006016848X,0.0
278418,0061091790,0.0
278418,0064400557,0.0
278418,0064400581,0.0
278418,0140177396,0.0
278418,0140244824,0.0
278418,014025448X,0.0
278418,014034294X,0.0
278418,0312958129,0.0
278418,0312961324,0.0
278418,0312974256,0.0
278418,0345313860,0.0
278418,0345348036,0.0
278418,0345361792,0.0
278418,0345380371,0.0
278418,0345384350,0.0
278418,0345384466,0.0
278418,034538475X,0.0
278418,0345391055,0.0
278418,0345404114,0.0
278418,0345422317,0.0
278418,0373243286,0.0
278418,0373484003,0.0
278418,0373825013,0.0
278418,0375501371,0.0
278418,0375702709,0.0
278418,0375703055,0.0
278418,0375706410,0.0
278418,0375725784,0.0
278418,0380002930,0.0
278418,0380018179,0.0
278418,0380600129,0.0
278418,0380714752,0.0
278418,0380789035,0.0
278418,0385265700,0.0
278418,0385420161,0.0
278418,038549081X,0.0
278418,0385492081,0.0
278418,038550120X,0.0
278418,0385722206,0.0
278418,0394820371,8.0
278418,0425116840,0.0
278418,0425118703,0.0
278418,042513525X,5.0
278418,042513699X,0.0
278418,0425147622,0.0
278418,0425155404,0.0
278418,0425158632,0.0
278418,042518630X,7.0
278418,0440206154,0.0
278418,044021145X,0.0
278418,0440211727,0.0
278418,0440214041,0.0
278418,0440220602,0.0
278418,0440222656,0.0
278418,0440224594,0.0
278418,0440225701,0.0
278418,0440226430,0.0
278418,0440235596,0.0
278418,0440236673,0.0
278418,044023722X,0.0
278418,0440940001,0.0
278418,0446310786,0.0
278418,0446363251,0.0
278418,0446364193,0.0
278418,0446364800,0.0
278418,044651652X,0.0
278418,0446520802,0.0
278418,0446601640,0.0
278418,0446604275,0.0
278418,0446604844,0.0
278418,0446605239,0.0
278418,0446608955,0.0
278418,0446672211,0.0
278418,0449212084,0.0
278418,0451153553,0.0
278418,0451156609,0.0
278418,0451160525,0.0
278418,0451169530,0.0
278418,0451172817,0.0
278418,0451177096,0.0
278418,0451181379,0.0
278418,0451183665,0.0
278418,0451184963,0.0
278418,0451186923,0.0
278418,0452264464,0.0
278418,0515087947,0.0
278418,051512608X,0.0
278418,0515126772,0.0
278418,0515127833,0.0
278418,0515128546,0.0
278418,0515130389,8.0
278418,0515131229,8.0
278418,0553268880,0.0
278418,0553272535,0.0
278418,0553284789,0.0
278418,055329170X,0.0
278418,055356451X,0.0
278418,055357230X,0.0
278418,0553573136,0.0
278418,0553579754,0.0
278418,0553580221,0.0
278418,0553582658,0.0
278418,059030271X,0.0
278418,059045367X,0.0
278418,0671002481,0.0
278418,0671014919,0.0
278418,0671024248,0.0
278418,0671027662,0.0
278418,0671443283,0.0
278418,0671525743,0.0
278418,0671537458,0.0
278418,0671617028,0.0
278418,067164257X,0.0
278418,0671670689,0.0
278418,0671758896,0.0
278418,0671867113,0.0
278418,0671880187,0.0
278418,074343627X,0.0
278418,0786817070,0.0
278418,0786889020,0.0
278418,080410526X,0.0
278418,0842329277,0.0
278418,1559029838,0.0
278582,0312966091,0.0
278582,0312966970,0.0
278582,0312971346,0.0
278582,0312976275,0.0
278582,0312980140,7.0
278582,0312983867,7.0
278582,0345350499,10.0
278582,0425175405,0.0
278582,0449221512,8.0
278582,0451202503,10.0
278582,0671001795,8.0
278582,1400034779,10.0
278633,0060987561,10.0
278633,0140244824,7.0
278633,014028009X,2.0
278633,0142000205,7.0
278633,0316096199,8.0
278633,0316666343,9.0
278633,0316899984,7.0
278633,0345439104,0.0
278633,0375502238,0.0
278633,0375702709,0.0
278633,0375703063,7.0
278633,0380730138,0.0
278633,0385474016,0.0
278633,0385730586,0.0
278633,0440224624,0.0
278633,0440226430,9.0
278633,0440514428,9.0
278633,0446610399,0.0
278633,0446672211,0.0
278633,0449907481,6.0
278633,0452282829,0.0
278633,0515131083,10.0
278633,0553250426,0.0
278633,0671038184,8.0
278633,0679439382,0.0
278633,0679746048,0.0
278633,0688170528,8.0
278633,1558745157,0.0
278843,0060173289,9.0
278843,0060976845,0.0
278843,014028009X,8.0
278843,0142000205,9.0
278843,0316601950,0.0
278843,0316789089,0.0
278843,0399146431,9.0
278843,0425167313,0.0
278843,0440211263,7.0
278843,0440224594,0.0
278843,0449223604,0.0
278843,059035342X,8.0
278843,0684874350,0.0
278843,0786881852,8.0
278843,0804106304,0.0
243,0060915544,10.0
243,0060977493,7.0
243,0156006529,0.0
243,0316096199,0.0
243,0316601950,9.0
243,0316666343,0.0
243,0316693006,0.0
243,0316776963,9.0
243,0316899984,7.0
243,0345378490,0.0
243,0345465083,0.0
243,0375705856,0.0
243,0375727345,0.0
243,0380717018,0.0
243,0380718332,0.0
243,0385497466,0.0
243,0385508042,0.0
243,0385511612,0.0
243,0385720106,7.0
243,0385730586,0.0
243,042511774X,0.0
243,0425163407,9.0
243,0440224764,0.0
243,0440225701,0.0
243,0440226430,0.0
243,0440234743,0.0
243,044023722X,7.0
243,0446364800,9.0
243,0446605484,0.0
243,0446610399,0.0
243,0446612790,0.0
243,0449911004,0.0
243,0452282152,0.0
243,051512219X,0.0
243,0515130389,0.0
243,0671027387,0.0
243,0671042572,0.0
243,0684848783,0.0
243,155874262X,5.0
254,0060930535,0.0
254,014028009X,0.0
254,0140298479,0.0
254,014100018X,0.0
254,0142001740,9.0
254,0312305060,0.0
254,0316569321,0.0
254,0316769487,0.0
254,0316776963,0.0
254,0345350499,0.0
254,0345384466,0.0
254,0345387651,0.0
254,0373218400,0.0
254,0375727345,0.0
254,0380789019,0.0
254,0380789035,10.0
254,0380977788,0.0
254,038542017X,0.0
254,0399146431,9.0
254,0399501487,0.0
254,0439064864,9.0
254,0439064872,9.0
254,0439136350,9.0
254,0439136369,9.0
254,0439139597,9.0
254,043935806X,0.0
254,0440211263,0.0
254,0441003257,0.0
254,0441569595,0.0
254,0446364762,0.0
254,0446605239,0.0
254,0451137965,0.0
254,0451167317,8.0
254,0451524934,9.0
254,0452277337,0.0
254,0452282152,0.0
254,051513287X,0.0
254,0553250426,0.0
254,0553250531,0.0
254,0590353403,9.0
254,0618002219,9.0
254,0671021001,7.0
254,0671525743,0.0
254,067976402X,0.0
254,0679781587,8.0
254,0684833395,0.0
254,0684872153,0.0
254,0684874350,0.0
254,0743225406,0.0
254,0804106304,0.0
254,080410753X,0.0
507,0060392452,0.0
507,0060934417,0.0
507,0060938455,0.0
507,014029628X,0.0
507,0142001740,10.0
507,0345348036,0.0
507,0345404769,0.0
507,0446360589,0.0
507,0446394521,0.0
507,055356160X,0.0
507,0553564528,7.0
507,0553569910,0.0
507,0553576801,7.0
507,0553582135,0.0
507,0553582526,0.0
507,0553583441,7.0
507,068484267X,0.0
507,0786817070,0.0
626,0971880107,0.0
638,0316666343,10.0
638,0316693006,10.0
638,0316693200,9.0
638,0316769487,10.0
638,0316776963,10.0
638,0316779423,10.0
638,0316789089,10.0
638,0316969443,10.0
638,0345339711,10.0
638,0385420161,9.0
638,0385504209,10.0
638,0385505833,10.0
638,0446520802,0.0
638,0446525502,9.0
638,0446525537,9.0
638,0446527793,10.0
638,0446531332,10.0
638,0670892963,7.0
638,0679746048,7.0
638,0743206045,0.0
638,080411868X,0.0
643,0552137030,8.0
643,0671894455,7.0
741,0060085444,0.0
741,0312971346,0.0
741,0345384350,0.0
741,0425124347,0.0
741,0425155404,0.0
741,044022165X,0.0
741,0446364762,0.0
741,0553561618,0.0
882,0060502258,0.0
882,0060915544,0.0
882,0070212570,0.0
882,0312195516,0.0
882,0312274920,0.0
882,0345416260,0.0
882,0373218400,5.0
882,0373484410,0.0
882,0375707972,0.0
882,0380018179,10.0
882,0380789019,0.0
882,0385492081,0.0
882,0385504209,10.0
882,0440221595,0.0
882,0440226430,0.0
882,0440235162,10.0
882,0440514428,0.0
882,0446605239,0.0
882,0446606812,0.0
882,0446610399,0.0
882,0446611867,0.0
882,0449212602,0.0
882,0515130389,0.0
882,0553250426,10.0
882,0553250531,0.0
882,0553569058,0.0
882,0553571656,0.0
882,0553572997,10.0
882,0670869902,0.0
882,0671708635,0.0
882,0679429220,9.0
882,0679457313,0.0
882,067976402X,10.0
882,0679781587,10.0
882,0684874350,0.0
882,0786866276,0.0
882,0804114986,0.0
929,0439404371,8.0
929,0440211727,0.0
929,0440224624,6.0
929,0451169530,6.0
929,055321313X,0.0
929,0553234811,6.0
929,0553250426,0.0
929,0553296981,10.0
929,0671617028,8.0
929,1573225789,0.0
1025,0060928336,5.0
1025,0345361792,0.0
1025,0380012863,8.0
1025,068484267X,9.0
1025,0749397543,8.0
1025,0971880107,0.0
1211,0099771519,9.0
1211,0385504209,9.0
1211,1559029838,0.0
1424,0060930535,7.0
1424,0061097314,5.0
1424,0099771519,8.0
1424,0142001430,7.0
1424,0385720106,7.0
1424,0425158616,0.0
1424,0440222656,0.0
1424,0440235162,0.0
1424,0440236673,0.0
1424,0446608815,0.0
1424,0452282152,0.0
1424,0671776134,8.0
1424,0743224574,0.0
1424,0767902521,8.0
1424,0786868716,0.0
1424,0786885688,0.0
1424,0804106304,6.0
1435,0060915544,10.0
1435,0060922532,0.0
1435,0345370775,0.0
1435,0345378490,5.0
1435,0345380371,0.0
1435,0345387651,5.0
1435,034540288X,0.0
1435,0380718340,0.0
1435,038548951X,0.0
1435,0425161242,0.0
1435,0425169863,0.0
1435,0425180638,0.0
1435,0425182908,0.0
1435,0440211727,0.0
1435,044023722X,0.0
1435,0441172717,0.0
1435,0446672211,8.0
1435,0451183665,7.0
1435,0671024248,4.0
1435,0671042262,0.0
1435,0671537458,0.0
1435,068484267X,8.0
1435,0684848783,5.0
1435,0688177859,0.0
1435,080410753X,10.0
1435,0971880107,5.0
1435,155874262X,10.0
1674,0345384466,7.0
1674,0375725784,10.0
1674,038548951X,10.0
1674,0679429220,0.0
1733,0312971346,0.0
1733,0312983824,5.0
1733,0316089699,5.0
1733,0345447840,10.0
1733,0373218400,9.0
1733,0380018179,0.0
1733,0440213290,0.0
1733,0446360589,0.0
1733,0446364762,5.0
1733,051513287X,9.0
1733,059035342X,10.0
1733,0971880107,1.0
1848,0156027321,10.0
1848,0345342968,10.0
1848,0345348109,9.0
1848,0345353145,0.0
1848,034540288X,0.0
1848,0345417623,8.0
1848,0440211727,0.0
1848,0449219364,0.0
1848,0451169530,5.0
1848,0451177096,0.0
1848,0671027360,0.0
1848,0671027387,0.0
1848,0671510053,0.0
1848,0671758896,0.0
1848,0786868716,10.0
1848,0812550706,8.0
1903,0060392452,0.0
1903,0345339703,0.0
1903,0345339711,0.0
1903,0345339738,0.0
1903,0375706410,0.0
1903,0385492081,0.0
1903,0439064864,0.0
1903,0439136350,0.0
1903,0439139597,0.0
1903,044021145X,0.0
1903,0525947647,0.0
1903,0671041789,0.0
1903,0743211375,0.0
1903,074343627X,0.0
1903,0812550706,10.0
1903,0971880107,0.0
1903,1592400876,0.0
2030,0140298479,10.0
2033,0345337662,5.0
2033,0345351525,0.0
2033,0385265700,0.0
2033,0439064864,9.0
2033,0439136350,9.0
2033,0439139597,9.0
2033,043935806X,9.0
2033,0440213525,0.0
2033,0440220602,0.0
2033,0440221471,0.0
2033,044022165X,0.0
2033,0449003787,0.0
2033,0553573136,8.0
2033,0590353403,9.0
2033,0786889020,0.0
2110,0060987529,7.0
2110,0140298479,0.0
2110,0151008116,5.0
2110,0446394521,0.0
2110,0451137965,9.0
2110,0515133973,0.0
2110,059035342X,10.0
2110,059045367X,8.0
2110,0671042858,0.0
2110,0671693816,0.0
2110,0786868716,0.0
2132,0312979886,0.0
2179,0060392452,9.0
2179,0385504209,10.0
2179,0446532231,9.0
2179,0451524934,8.0
2179,051513287X,0.0
2179,0590353403,10.0
2179,0618002219,9.0
2276,034538475X,0.0
2276,0345391055,0.0
2276,0380002930,9.0
2276,0385505833,5.0
2276,0425119653,8.0
2276,0425158616,0.0
2276,0425172546,9.0
2276,0425182908,4.0
2276,0440221471,10.0
2276,0440236673,10.0
2276,0440241537,0.0
2276,0446605484,0.0
2276,0446607657,0.0
2276,0446609404,0.0
2276,0446612790,10.0
2276,0449212602,0.0
2276,0449227421,0.0
2276,0451153553,0.0
2276,0451167317,0.0
2276,0451184963,0.0
2276,0553250531,0.0
2276,0553263226,10.0
2276,0553576801,8.0
2276,0553582526,9.0
2276,0553583441,0.0
2276,0679429220,0.0
2276,0743439740,0.0
2276,0805063897,10.0
2358,0316666343,0.0
2358,037570504X,0.0
2358,0425169863,0.0
2358,0446516538,0.0
2358,0553277472,0.0
2358,0671021001,0.0
2358,0671027360,0.0
2358,0786881852,0.0
2358,1559029838,0.0
2766,0060392452,0.0
2766,0060958022,8.0
2766,014034294X,9.0
2766,014100018X,0.0
2766,0142001740,0.0
2766,0312305060,0.0
2766,0316284955,0.0
2766,0316666343,9.0
2766,0316776963,0.0
2766,0345378490,0.0
2766,0345384369,0.0
2766,0345391802,0.0
2766,0380710722,0.0
2766,0385486804,0.0
2766,0440211263,8.0
2766,0440213029,0.0
2766,0440213290,0.0
2766,0440214041,0.0
2766,0440219078,8.0
2766,0440221595,8.0
2766,0440236673,0.0
2766,044048474X,7.0
2766,0440498058,0.0
2766,0446310786,10.0
2766,0446516538,6.0
2766,0446606812,0.0
2766,0446611867,7.0
2766,0449005615,9.0
2766,0451183665,0.0
2766,0553279912,7.0
2766,0670030643,8.0
2766,0671510053,0.0
2766,0671617028,0.0
2766,0679751602,6.0
2766,067976402X,0.0
2766,0684874350,0.0
2766,0743412028,0.0
2766,0767902521,8.0
2766,0786867647,0.0
2766,0971880107,6.0
2766,1559029838,0.0
2766,1573225789,0.0
2891,0060392452,0.0
2891,0060921145,0.0
2891,0060928336,6.0
2891,0060930535,0.0
2891,0061097314,0.0
2891,0140119906,0.0
2891,0142001740,7.0
2891,0156027321,5.0
2891,0312282990,0.0
2891,0312305060,0.0
2891,0375703861,0.0
2891,0375726403,0.0
2891,0380726254,0.0
2891,0385482388,7.0
2891,038548951X,8.0
2891,0385503857,9.0
2891,0446607711,0.0
2891,0449005615,0.0
2891,0452260116,8.0
2891,0452282195,0.0
2891,0515087947,0.0
2891,0515102652,0.0
2891,0671003755,7.0
2891,0671004107,0.0
2891,0679457313,0.0
2891,067976402X,0.0
2891,0743225406,0.0
2891,080410526X,0.0
2891,0804106304,7.0
2891,140003065X,9.0
2977,0060392452,0.0
2977,0142001430,7.0
2977,0316569321,7.0
2977,0345370775,0.0
2977,037570504X,5.0
2977,0375725784,3.0
2977,0385722206,0.0
2977,0425142485,0.0
2977,0440183057,0.0
2977,044021145X,0.0
2977,0440234743,0.0
2977,0449221504,0.0
2977,0451153553,0.0
2977,0452282152,7.0
2977,0553285343,0.0
2977,0553569058,0.0
2977,0671021001,9.0
2977,0684810387,0.0
2977,0767902521,0.0
2977,0971880107,0.0
3145,0064407667,0.0
3145,0345413903,0.0
3145,0345447840,0.0
3145,0425169863,0.0
3145,0425182908,7.0
3145,043936213X,0.0
3145,044021145X,9.0
3145,0446359866,9.0
3145,0446603422,0.0
3145,0446612790,0.0
3145,0451188462,0.0
3145,0553279912,0.0
3145,0670892963,0.0
3145,1573229326,5.0
3167,0061009059,0.0
3167,0142001805,0.0
3167,0345337662,5.0
3167,0345348109,0.0
3167,0345370775,9.0
3167,034540288X,7.0
3167,0380012863,8.0
3167,0440219078,10.0
3167,044023722X,0.0
3167,0440998050,10.0
3167,0515102652,0.0
3167,0553571656,0.0
3167,0671004107,9.0
3167,080410526X,6.0
3167,0812550706,10.0
3346,0316666343,9.0
3346,0345342968,0.0
3346,0345413350,8.0
3346,0380789035,6.0
3363,002542730X,0.0
3363,0060096195,0.0
3363,0060175400,0.0
3363,0060502258,0.0
3363,0060928336,0.0
3363,0060958022,0.0
3363,0060976845,0.0
3363,0060987103,0.0
3363,0060987529,0.0
3363,0064472795,10.0
3363,0070212570,0.0
3363,0140067477,0.0
3363,0140293248,0.0
3363,0312144075,0.0
3363,0312278586,0.0
3363,0312961324,0.0
3363,0316096199,10.0
3363,0316284955,0.0
3363,0316569321,0.0
3363,0316666343,0.0
3363,0345337662,0.0
3363,0345348036,0.0
3363,0345380371,0.0
3363,0345404114,0.0
3363,0345417623,0.0
3363,0345445848,0.0
3363,0373218400,0.0
3363,0373250207,10.0
3363,037325024X,0.0
3363,037570504X,0.0
3363,0375705856,0.0
3363,0375706771,0.0
3363,0375726403,0.0
3363,0380726254,0.0
3363,0380820293,0.0
3363,0385323638,0.0
3363,0385335482,0.0
3363,0385335830,0.0
3363,0385335881,0.0
3363,0385420161,0.0
3363,038542471X,0.0
3363,0385424728,0.0
3363,0385504209,0.0
3363,0385722435,10.0
3363,0425147363,0.0
3363,0425155404,0.0
3363,0425158616,0.0
3363,0425169863,0.0
3363,0440206154,0.0
3363,0440224675,0.0
3363,0440234743,0.0
3363,0440236673,0.0
3363,0446394521,0.0
3363,0446520802,0.0
3363,0446605581,0.0
3363,0446606812,0.0
3363,0446672211,10.0
3363,0446675059,0.0
3363,0449005615,0.0
3363,0449223345,0.0
3363,0449911004,0.0
3363,0452268060,0.0
3363,0515131229,0.0
3363,051513287X,0.0
3363,0553277472,0.0
3363,0670880728,0.0
3363,0671003755,0.0
3363,0671673688,0.0
3363,0679751602,8.0
3363,0679772677,0.0
3363,0743418174,0.0
3363,0767905180,0.0
3363,0767907817,0.0
3363,0786866586,0.0
3363,0786881852,0.0
3363,0786885688,0.0
3363,080410526X,0.0
3363,080411868X,0.0
3363,0805063897,0.0
3363,0842329218,0.0
3363,0842329242,0.0
3363,0894805770,0.0
3363,089480829X,0.0
3363,0971880107,0.0
3363,155874262X,0.0
3363,1558743316,0.0
3363,1558744150,0.0
3363,1558745017,0.0
3371,0060928336,0.0
3371,0070212570,10.0
3371,0312274920,0.0
3371,0312278586,0.0
3371,0373243286,0.0
3371,0373484003,7.0
3371,0373484410,5.0
3371,0425163407,0.0
3371,0425175405,8.0
3371,0440200989,0.0
3371,0440211263,0.0
3371,0440213029,0.0
3371,0440214041,0.0
3371,0440221595,0.0
3371,0440226430,9.0
3371,0440235596,0.0
3371,0446359866,0.0
3371,0446607193,0.0
3371,0449221504,0.0
3371,0451169530,10.0
3371,0553260111,0.0
3371,0553263226,0.0
3371,0671002481,0.0
3371,0671004573,7.0
3371,0671027581,0.0
3371,0671568175,0.0
3371,067976402X,0.0
3371,0743439740,10.0
3371,0767905385,0.0
3373,0060958022,0.0
3373,0312291639,8.0
3373,0312995423,5.0
3373,0316789089,0.0
3373,0375727345,7.0
3373,039914613X,7.0
3373,0399149155,8.0
3373,0425161242,3.0
3373,0425178765,0.0
3373,0440236703,5.0
3373,0449003787,7.0
3373,0452264464,10.0
3373,0671014919,6.0
3373,0671026011,0.0
3373,0671027360,5.0
3373,0671027387,5.0
3373,0767900383,0.0
3373,0786866276,0.0
3538,0156027321,0.0
3556,0064400581,0.0
3556,0345339681,0.0
3556,0345339703,0.0
3556,0345339711,0.0
3556,0345339738,0.0
3556,0385504209,10.0
3556,0385508042,9.0
3556,044651652X,10.0
3556,059030271X,0.0
3556,0671027360,10.0
3556,0684867621,0.0
3556,0842329129,0.0
3556,0842329250,0.0
3556,0842329269,0.0
3556,0842329277,10.0
3556,0971880107,0.0
3675,0451166892,0.0
3827,014029628X,6.0
3827,0312274920,8.0
3827,0345337662,7.0
3827,0345348036,9.0
3827,0345351525,8.0
3827,034538475X,8.0
3827,0345413350,7.0
3827,0345423402,7.0
3827,0385482388,0.0
3827,0394820371,0.0
3827,0804114986,10.0
4017,0060915544,8.0
4017,0060928336,0.0
4017,0060964049,9.0
4017,0140244824,10.0
4017,014028009X,9.0
4017,0142001740,0.0
4017,0156027321,0.0
4017,0312150601,5.0
4017,0312291639,0.0
4017,0316096199,10.0
4017,0316182540,0.0
4017,0316284955,0.0
4017,0316666343,10.0
4017,0316899984,5.0
4017,0345424719,10.0
4017,0345433491,9.0
4017,0345443284,10.0
4017,0374129983,0.0
4017,0375500510,10.0
4017,0375502238,0.0
4017,0375506039,0.0
4017,037570504X,10.0
4017,0375705856,9.0
4017,0375707972,10.0
4017,0380730138,9.0
4017,0385265700,9.0
4017,0385486804,10.0
4017,0385502532,9.0
4017,0399146431,0.0
4017,0446310786,10.0
4017,0446516538,7.0
4017,0449911004,8.0
4017,0452260116,9.0
4017,0452282829,10.0
4017,0452283205,0.0
4017,0553275976,0.0
4017,059035342X,0.0
4017,0670892963,8.0
4017,0671038184,10.0
4017,0671510053,10.0
4017,067976402X,10.0
4017,0679781587,9.0
4017,068484267X,10.0
4017,068484477X,5.0
4017,0688177859,7.0
4017,0743439740,10.0
4017,0786866276,0.0
4017,0786866586,0.0
4017,0786868716,0.0
4017,0786881852,0.0
4017,0802139256,0.0
4017,0804106304,0.0
4017,1573225789,9.0
4092,0380002930,0.0
4092,0439064872,0.0
4092,0439136369,0.0
4092,0451156609,0.0
4092,0451186362,0.0
4092,059035342X,0.0
4092,0671027360,7.0
4092,0767905385,0.0
4092,0971880107,0.0
4131,0971880107,1.0
4157,0060392452,8.0
4157,0312195516,0.0
4157,0316601950,0.0
4157,0385484518,0.0
4157,0385512104,0.0
4157,0440206154,9.0
4157,0446532231,0.0
4157,0446604275,0.0
4157,0515095826,0.0
4157,0684848783,0.0
4334,0060392452,6.0
4334,0316666343,0.0
4334,0316780375,0.0
4334,0385504209,0.0
4334,0451137965,8.0
4334,0451177096,7.0
4385,0373484410,0.0
4385,0440221471,10.0
4385,0786868716,0.0
4622,0060175400,10.0
4622,0060199652,0.0
4622,0060915544,0.0
4622,0140177396,8.0
4622,0156027321,0.0
